Process ID,Burst Time,Arrival Time,Time of First Service,Completion Time,Waiting Time
1,0.04029869190268273,0.07347922860043539,0.07347922860043539,0.11377792050311812,0.0
2,0.18669686326641854,0.09327318497550541,0.11377792050311812,0.3004747837695367,0.020504735527612714
3,0.09129180483383487,0.17594969464411986,0.3004747837695367,0.39176658860337155,0.12452508912541682
4,0.009143311536168245,0.23552064838611625,0.39176658860337155,0.4009099001395398,0.1562459402172553
5,0.027992631463992553,0.278296458833227,0.4009099001395398,0.42890253160353237,0.1226134413063128
6,0.006528599036420737,0.3968443756096407,0.42890253160353237,0.4354311306399531,0.03205815599389167
7,0.010090941743361134,0.4292733765930288,0.4354311306399531,0.4455220723833142,0.006157754046924313
8,0.050435062871386896,0.4302650369262079,0.4455220723833142,0.4959571352547011,0.015257035457106327
9,0.0047232802258545545,0.4358808208297813,0.4959571352547011,0.5006804154805556,0.060076314424919786
10,0.10603986360029495,0.4610485846455399,0.5006804154805556,0.6067202790808506,0.03963183083501576
11,0.009802341526231016,0.46172522767548335,0.6067202790808506,0.6165226206070816,0.14499505140536723
12,0.06254170615073354,0.47816392226977417,0.6165226206070816,0.6790643267578151,0.13835869833730746
13,0.02095872456402358,0.6841293486729538,0.6841293486729538,0.7050880732369774,0.0
14,0.06312524815331376,0.7023283661845646,0.7050880732369774,0.7682133213902912,0.0027597070524127965
15,0.013242028416686504,0.7301195542526578,0.7682133213902912,0.7814553498069777,0.03809376713763335
16,0.08520713461550203,0.8753223906159957,0.8753223906159957,0.9605295252314977,0.0
17,0.05639536979531151,0.9774215073689001,0.9774215073689001,1.0338168771642116,0.0
18,0.06589160242237053,1.1253080570907577,1.1253080570907577,1.1911996595131282,0.0
19,0.1105549378150407,1.1412608638499635,1.1911996595131282,1.301754597328169,0.049938795663164726
20,0.006484104812922528,1.2457920941210932,1.301754597328169,1.3082387021410915,0.05596250320707585
21,0.05862090356906069,1.2943414578712615,1.3082387021410915,1.366859605710152,0.013897244269829967
22,0.024991212738420927,1.4275190446449635,1.4275190446449635,1.4525102573833844,0.0
23,0.027256335585722206,1.549606330735934,1.549606330735934,1.5768626663216563,0.0
24,0.03394150833767836,1.580277296164471,1.580277296164471,1.6142188045021495,0.0
25,0.04935124997410362,1.610300998648036,1.6142188045021495,1.663570054476253,0.0039178058541133876
26,0.01165088157964922,1.6968178813245822,1.6968178813245822,1.7084687629042314,0.0
27,0.02922358681342491,1.7428920509997519,1.7428920509997519,1.7721156378131768,0.0
28,0.09490423751141329,1.754735553480083,1.7721156378131768,1.8670198753245901,0.017380084333093793
29,0.0018365014821818037,1.7972172148087064,1.8670198753245901,1.8688563768067719,0.06980266051588369
30,0.07691493783744871,1.8731313229204978,1.8731313229204978,1.9500462607579465,0.0
31,0.023588032626457603,2.0748212396254533,2.0748212396254533,2.098409272251911,0.0
32,0.008608285020841806,2.2343467349341535,2.2343467349341535,2.2429550199549952,0.0
33,0.1785472244382951,2.2840008568350414,2.2840008568350414,2.4625480812733365,0.0
34,0.024933811117178527,2.379970140303639,2.4625480812733365,2.487481892390515,0.0825779409696974
35,0.08913671062000879,2.4989749176085807,2.4989749176085807,2.5881116282285896,0.0
36,0.026449945312656698,2.5101619964046766,2.5881116282285896,2.614561573541246,0.07794963182391301
37,0.023769494328627343,2.648859273994498,2.648859273994498,2.6726287683231256,0.0
38,0.00857467398711957,2.802051185060142,2.802051185060142,2.8106258590472617,0.0
39,0.10260191490530766,2.892840357901579,2.892840357901579,2.9954422728068866,0.0
40,0.19334384330753418,2.9102494048207794,2.9954422728068866,3.1887861161144206,0.08519286798610715
41,0.0022597533151581424,2.9662036305526254,3.1887861161144206,3.191045869429579,0.22258248556179527
42,0.052675895482840636,2.973759595969069,3.191045869429579,3.2437217649124195,0.21728627346050988
43,0.3369202103300078,2.985733770449873,3.2437217649124195,3.580641975242427,0.2579879944625465
44,0.07302902693570328,3.153918682305317,3.580641975242427,3.6536710021781307,0.4267232929371101
45,0.06713024475388854,3.165132414917817,3.6536710021781307,3.720801246932019,0.48853858726031385
46,0.0115252633961432,3.2480854796773304,3.720801246932019,3.7323265103281624,0.47271576725468867
47,0.09749488887963907,3.2610550455653016,3.7323265103281624,3.8298213992078014,0.47127146476286086
48,0.05446387627252314,3.3741820447456505,3.8298213992078014,3.8842852754803245,0.45563935446215087
49,0.10029698675676821,3.6307160704659083,3.8842852754803245,3.9845822622370926,0.25356920501441627
50,0.08137968311141884,3.658094760358102,3.9845822622370926,4.065961945348511,0.32648750187899056
51,0.01746715241849307,3.664950004614021,4.065961945348511,4.083429097767004,0.4010119407344903
52,0.10943025547488003,3.822326530692723,4.083429097767004,4.192859353241884,0.26110256707428103
53,0.1073905088665451,3.9628153334151976,4.192859353241884,4.300249862108429,0.23004401982668643
54,0.024419967741085773,3.988700547583428,4.300249862108429,4.3246698298495145,0.311549314525001
55,0.007602972289221776,4.051517711205504,4.3246698298495145,4.3322728021387364,0.2731521186440107
56,0.05486025017752524,4.072437519201468,4.3322728021387364,4.387133052316262,0.2598352829372681
57,0.02546319827404405,4.111443640849728,4.387133052316262,4.412596250590306,0.2756894114665336
58,0.01806704501429762,4.183259600658381,4.412596250590306,4.430663295604603,0.22933664993192426
59,0.02263028917436619,4.554230794441797,4.554230794441797,4.576861083616164,0.0
60,0.020445387062667634,4.724298054712455,4.724298054712455,4.744743441775123,0.0
61,0.18913004186604665,4.856678769839595,4.856678769839595,5.045808811705642,0.0
62,0.04066117515276796,4.917309567843264,5.045808811705642,5.08646998685841,0.128499243862378
