Process ID,Burst Time,Arrival Time,Time of First Service,Completion Time,Waiting Time
1,0.021917021509173736,0.0028875513108689295,0.0028875513108689295,0.024804572820042666,0.02
2,0.012153317346850672,0.024954353553568752,0.024954353553568752,0.03710767090041942,0
3,0.04228002897073816,0.04274842839813123,0.04274842839813123,0.0850284573688694,0.04
4,0.08687706725110181,0.22548803540649548,0.22548803540649548,0.3123651026575973,0.08
5,0.0457214368695947,0.25802204332503464,0.3123651026575973,0.35808653952719205,0.1068770672511018
6,0.08020258685511487,0.32331211628376855,0.35808653952719205,0.438289126382307,0.1257214368695947
7,0.050575284415686886,0.43402299126657906,0.438289126382307,0.4888644107979939,0.06020258685511487
8,0.03611817491497562,0.4545096453757396,0.4888644107979939,0.5249825857129695,0.07057528441568689
9,0.06024506404591671,0.48916615169614025,0.5249825857129695,0.5852276497588863,0.09611817491497562
10,0.009653799556058213,0.49230681063682896,0.5852276497588863,0.5948814493149445,0.09636323896089233
11,0.16947937724533046,0.5679413008881028,0.5948814493149445,0.764360826560275,0.18989886360197492
12,0.11266859048008614,0.6022697122061521,0.764360826560275,0.8770294170403613,0.26947937724533044
13,0.12787878504841166,0.7915875232728458,0.8770294170403613,1.004908202088773,0.21266859048008607
14,0.03688005529942101,0.8197617344760909,1.004908202088773,1.041788257388194,0.2205473755284977
15,5.33501204175887e-05,0.8587114725830807,1.041788257388194,1.0418416075086117,0.19742743082791878
16,0.027036154720788626,0.8994121407129279,1.0418416075086117,1.0688777622294003,0.16481219046825024
17,0.007533945404729012,1.007499661886863,1.0688777622294003,1.0764117076341293,0.06396956014062723
18,0.07360043212026059,1.040516256359526,1.0764117076341293,1.1500121397543899,0.11150350554535625
19,0.08571803306108654,1.0880354946242912,1.1500121397543899,1.2357301728154764,0.15360043212026056
20,0.12007838438451185,1.0886284571456155,1.2357301728154764,1.3558085571999883,0.27931846518134706
21,0.04425388306069062,1.1205459913062121,1.3558085571999883,1.400062440260679,0.2793968495658589
22,0.0007108785058230606,1.270122721396757,1.400062440260679,1.400773318766502,0.14433226744520244
23,0.015222320077371005,1.300595922169863,1.400773318766502,1.4159956388438728,0.10504314595102551
24,0.0297511141692935,1.3152635806866446,1.4159956388438728,1.4457467530131662,0.1402654660283965
25,0.018187379169880308,1.3547118813771561,1.4457467530131662,1.4639341321830466,0.11001658019769003
26,0.10871902528707536,1.3805575859177153,1.4639341321830466,1.572653157470122,0.18812557498305846
27,0.1251468669042031,1.477847891572597,1.572653157470122,1.6978000243743252,0.2287190252870753
28,0.12137244534515923,1.4849075728536325,1.6978000243743252,1.8191724697194844,0.33386589219127843
29,0.006313363639162419,1.5891337068887526,1.8191724697194844,1.8254858333586468,0.24651931224936224
30,0.1636426491727343,1.604480271994005,1.8254858333586468,1.9891284825313813,0.3928326758885248
31,0.06607180058850197,1.613676027889689,1.9891284825313813,2.0552002831198832,0.4364753250612591
32,0.11217021076512795,1.6581202023942063,2.0552002831198832,2.167370493885011,0.5025471256497611
33,0.08096421069773778,1.6843999478043596,2.167370493885011,2.248334704582749,0.5747173364148891
34,0.04086446551172721,1.7990192904574764,2.248334704582749,2.2891991700944763,0.4905346802084238
35,0.1369742345141333,1.9367146935971673,2.2891991700944763,2.4261734046086096,0.48371333673582934
36,0.04125674885072707,2.0012806695648093,2.4261734046086096,2.4674301534593366,0.47704492207722826
37,0.02998137688423369,2.0277743283804885,2.4674301534593366,2.4974115303435704,0.4783016709279554
38,0.09929948190352282,2.034413947735381,2.4974115303435704,2.596711012247093,0.5482830478121891
39,0.06495260147711769,2.0555931339660085,2.596711012247093,2.661663613724211,0.6015107291272099
40,0.011197761320050762,2.085648224124782,2.661663613724211,2.6728613750442616,0.5864633306043276
41,0.06083745306718351,2.128052214615654,2.6728613750442616,2.733698828111445,0.6176610919243785
42,0.1386442949894049,2.1544311025646494,2.733698828111445,2.8723431231008503,0.7184985449915621
43,0.0321812657307657,2.1572495704942645,2.8723431231008503,2.904524388831616,0.737142839980967
44,0.041597497180266584,2.2067971345515707,2.904524388831616,2.9461218860118827,0.7571538949466047
45,0.0067740795177007405,2.2073925036453725,2.9461218860118827,2.9528959655295837,0.7387513921268712
46,0.04204645995583213,2.26071644417406,2.9528959655295837,2.994942425485416,0.7445612609468342
47,0.007697190392516084,2.286563819681075,2.994942425485416,3.002639615877932,0.7266077209026662
48,0.006432250378876943,2.291311695899786,3.002639615877932,3.009071866256809,0.7134404457834551
